"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"266","RT @DrArunaKalra: Give yourself a healthy pregnancy with yoga. 
Yoga is the gateway of fit mind, body and heart. 
Wishing everyone a health…",FALSE,0,NA,2019-06-23 23:00:20,FALSE,NA,"1142930416250363904",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","calhyebotni",1,TRUE,FALSE,NA,NA
"267","RT @timand2037: International day of yoga in #Syria - thank you Ghoufran Derawan! https://t.co/7XdOVbPv5Y",FALSE,0,NA,2019-06-23 22:52:38,FALSE,NA,"1142928479521931265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","poweredflight24",17,TRUE,FALSE,NA,NA
"268","RT @SKA_telescope: Today we celebrate International Women in Engineering Day! Meet #teamSKA's Shagita Gounden: MBA student, yoga teacher, S…",FALSE,0,NA,2019-06-23 22:50:46,FALSE,NA,"1142928009650941953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kojofixit",15,TRUE,FALSE,NA,NA
"269","RT @iamarjeetkumar: INTERNATIONAL DAY OF YOGA https://t.co/URHxuUxRZq https://t.co/4GGKooqBjI",FALSE,0,NA,2019-06-23 22:46:18,FALSE,NA,"1142926884725936128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smilingface_sf",3,TRUE,FALSE,NA,NA
"270","RT @iamarjeetkumar: 'To make life happy, To adopt life yoga'
Happy International Day of Yoga,
A festival of Yoga and Wellbeing, Yoga provid…",FALSE,0,NA,2019-06-23 22:46:12,FALSE,NA,"1142926857836175360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smilingface_sf",4,TRUE,FALSE,NA,NA
"271","RT @iamarjeetkumar: INTERNATIONAL DAY OF YOGA https://t.co/URHxuUxRZq https://t.co/4GGKooqBjI",FALSE,0,NA,2019-06-23 22:44:45,FALSE,NA,"1142926494152347648",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArtConstrucsn",3,TRUE,FALSE,NA,NA
"272","RT @iamarjeetkumar: 'To make life happy, To adopt life yoga'
Happy International Day of Yoga,
A festival of Yoga and Wellbeing, Yoga provid…",FALSE,0,NA,2019-06-23 22:44:37,FALSE,NA,"1142926461172453376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArtConstrucsn",4,TRUE,FALSE,NA,NA
"273","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 22:44:21,FALSE,NA,"1142926393161818112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","girivenkata",1665,TRUE,FALSE,NA,NA
"274","RT @iamarjeetkumar: INTERNATIONAL DAY OF YOGA https://t.co/URHxuUxRZq https://t.co/4GGKooqBjI",FALSE,0,NA,2019-06-23 22:42:08,FALSE,NA,"1142925837202706432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VoiceOfYours",3,TRUE,FALSE,NA,NA
"275","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 22:39:05,FALSE,NA,"1142925070463111168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rajeevkran",1665,TRUE,FALSE,NA,NA
"276","@RexChapman The Indian dog battalion joining there human counterparts on International yoga day https://t.co/ewd0JZrV8E #Dogs",FALSE,0,"RexChapman",2019-06-23 22:34:42,FALSE,NA,"1142923963913265152","324703658","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bukes1",0,FALSE,FALSE,NA,NA
"277","@SarahSpain The Indian dog battalion joining there human counterparts on International yoga day https://t.co/ewd0JZrV8E #Dogs",FALSE,0,"SarahSpain",2019-06-23 22:34:29,FALSE,NA,"1142923911165648896","18494981","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bukes1",0,FALSE,FALSE,NA,NA
"278","@GigiClark4 The Indian dog battalion joining there human counterparts on International yoga day https://t.co/ewd0JZrV8E #Dogs",FALSE,0,"GigiClark4",2019-06-23 22:34:12,FALSE,NA,"1142923840894275584","41600195","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Bukes1",0,FALSE,FALSE,NA,NA
"279","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 22:34:01,FALSE,NA,"1142923792290897920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IraGup",1665,TRUE,FALSE,NA,NA
"280","RT @PMBhutan: Prime Minister Dr Lotay Tshering leads the International Day of Yoga 2019 celebrations in Thimphu organised by @Indiainbhutan…",FALSE,0,NA,2019-06-23 22:33:54,FALSE,NA,"1142923764717371393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","akmohanty07",154,TRUE,FALSE,NA,NA
"281","50th international yoga day in Russia <U+0001F549><U+0001F9D8><U+0001F3FB><U+200D><U+2640><U+FE0F> @ <U+0413><U+043E><U+0441><U+0443><U+0434><U+0430><U+0440><U+0441><U+0442><U+0432><U+0435><U+043D><U+043D><U+044B><U+0439> <U+043C><U+0443><U+0437><U+0435><U+0439>-<U+0437><U+0430><U+043F><U+043E><U+0432><U+0435><U+0434><U+043D><U+0438><U+043A> «<U+0426><U+0430><U+0440><U+0438><U+0446><U+044B><U+043D><U+043E>» https://t.co/5JIBq95YFA",FALSE,0,NA,2019-06-23 22:31:59,FALSE,NA,"1142923280019423233",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","kaity_apple",0,FALSE,FALSE,"37.68250465","55.61555267"
"282","@RandiMShaffer I just came on here to wish you a late happy International Yoga Day. They did a thing in Times Square.",FALSE,0,"RandiMShaffer",2019-06-23 22:29:50,FALSE,NA,"1142922741517115393","20734287","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dorknecessities",0,FALSE,FALSE,NA,NA
"283","international Yoga Day Preparation https://t.co/oCzCYcJKAP",FALSE,0,NA,2019-06-23 22:29:32,FALSE,NA,"1142922666271100928",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PratimaNayak1",0,FALSE,FALSE,NA,NA
"284","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 22:23:34,FALSE,NA,"1142921163070328832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rishbborhade",1665,TRUE,FALSE,NA,NA
"285","RT @iim_sambalpur: IIM Sambalpur wishes Happy International Yoga Day 2019 https://t.co/GCDZabawmz",FALSE,0,NA,2019-06-23 22:14:07,FALSE,NA,"1142918783507427329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oram_subash",0,TRUE,FALSE,NA,NA
"286","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 22:05:23,FALSE,NA,"1142916585591472128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sagarmoto",1665,TRUE,FALSE,NA,NA
"287","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 22:04:47,FALSE,NA,"1142916434734960640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rahulssverma",1665,TRUE,FALSE,NA,NA
"288","RT @dryadusingh: It was a pleasure to be at the International Day of Yoga (IDY) celebration at the Ponds High School, NSW, organized by @Ar…",FALSE,0,NA,2019-06-23 22:03:49,FALSE,NA,"1142916193826721793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FianInc",1,TRUE,FALSE,NA,NA
"289","RT @IndiainSwiss: YOGA AT INTERNATIONAL SCHOOL, BERNE, SWITZERLAND: Curious school children learning basic lessons of Yoga during their Int…",FALSE,0,NA,2019-06-23 22:03:24,FALSE,NA,"1142916087291502592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ithrahim",9,TRUE,FALSE,NA,NA
"290","It was a pleasure to be at the International Day of Yoga (IDY) celebration at the Ponds High School, NSW, organized… https://t.co/Ekr3XfIjSS",FALSE,1,NA,2019-06-23 22:02:45,TRUE,NA,"1142915925034692608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dryadusingh",1,FALSE,FALSE,NA,NA
"291","#International Yoga Day at NMoQ  https://t.co/DGGh1DfntI https://t.co/w7imQ3NZkz",FALSE,0,NA,2019-06-23 22:02:45,FALSE,NA,"1142915924615467009",NA,"<a href=""http://www.gulf-times.com/"" rel=""nofollow"">GT_Backend</a>","GulfTimes_QATAR",0,FALSE,FALSE,NA,NA
"292","#happyyogaday WHAT IS YOGA DAY? WHERE did it come from <U+0001F9D8><U+200D><U+2640><U+FE0F>here my sweet yogi friends ...a little history love yoga… https://t.co/GQBOJyHMFv",FALSE,0,NA,2019-06-23 22:01:33,TRUE,NA,"1142915621929267200",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","SoniaDoubell",0,FALSE,FALSE,NA,NA
"293","RT @IndiainSwiss: YOGA AT INTERNATIONAL SCHOOL, BERNE, SWITZERLAND: Curious school children learning basic lessons of Yoga during their Int…",FALSE,0,NA,2019-06-23 22:00:12,FALSE,NA,"1142915284573085697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thampurans1",9,TRUE,FALSE,NA,NA
"294","RT @mistymateinc: The Summer Solstice today marks both the longest day &amp; shortest night of the year as well as the 5th International Day of…",FALSE,0,NA,2019-06-23 21:59:11,FALSE,NA,"1142915028477194240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yogabycandace",1,TRUE,FALSE,NA,NA
"295","RT @IndiainSwiss: YOGA AT INTERNATIONAL SCHOOL, BERNE, SWITZERLAND: Curious school children learning basic lessons of Yoga during their Int…",FALSE,0,NA,2019-06-23 21:59:06,FALSE,NA,"1142915008420093952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joicesibi",9,TRUE,FALSE,NA,NA
"296","RT @IndiainSwiss: YOGA AT INTERNATIONAL SCHOOL, BERNE, SWITZERLAND: Curious school children learning basic lessons of Yoga during their Int…",FALSE,0,NA,2019-06-23 21:58:12,FALSE,NA,"1142914780723912704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmbSibiGeorge",9,TRUE,FALSE,NA,NA
"297","Best pictures from International Yoga Day 2019 as Modi performs asanas | Photogallery - Times of India… https://t.co/TNVFoqsqki",FALSE,0,NA,2019-06-23 21:58:01,TRUE,NA,"1142914733131083779",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","wflo",0,FALSE,FALSE,NA,NA
"298","Thank you, Bata Samuel for the pix which were captured during the Walk and Yoga for Life to commemorate the Interna… https://t.co/Qu13rb01Ps",FALSE,0,NA,2019-06-23 21:47:46,TRUE,NA,"1142912153554305024",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","WANPISAKO",0,FALSE,FALSE,NA,NA
"299","#DisneyParksLIVE: Watch The Replay of Sunrise Yoga at Magic Kingdom Park on International Yoga Day… https://t.co/pVJvOo243p",FALSE,0,NA,2019-06-23 21:47:34,TRUE,NA,"1142912102392377344",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","the17thman",0,FALSE,FALSE,NA,NA
"300","I can downward dog behind this: Yoga diplomacy - fifth annual International yoga day. https://t.co/hjHMZlzT8Y #axiosam",FALSE,0,NA,2019-06-23 21:47:11,FALSE,NA,"1142912008196521985",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CHerzog0205",0,FALSE,FALSE,NA,NA
"301","RT @LavekarBharati: On the Occasion of International Yoga Day, Organised A Yoga Programme For Residents of Versova Vidhansabha #Yoga2019 #F…",FALSE,0,NA,2019-06-23 21:43:48,FALSE,NA,"1142911157344190464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VijayPa88092433",25,TRUE,FALSE,NA,NA
"302","RT @AzamHyder: International Yoga Day Programme News in Electronic Media Thank you very much @indiatvnews ! @narendramodi ji @Dev_Fadnavis…",FALSE,0,NA,2019-06-23 21:43:29,FALSE,NA,"1142911075056119808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AkhlakA86417747",7,TRUE,FALSE,NA,NA
"303","It was a great experience of celebrating international yoga day at Noida stadium.. everyone should do physical acti… https://t.co/dwrHsuPa6g",FALSE,0,NA,2019-06-23 21:42:44,TRUE,NA,"1142910885687468032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","namanbatra9",0,FALSE,FALSE,NA,NA
"304","A nice video related to https://t.co/LoJq5ydSQ0 PM Modi's Speech | International Yoga Day | June 21, 2019",FALSE,0,NA,2019-06-23 21:40:44,FALSE,NA,"1142910383814000640",NA,"<a href=""https://www.web-dimensions.net"" rel=""nofollow"">VIC Pro</a>","KanhaiyaaKumar",0,FALSE,FALSE,NA,NA
"305","RT @newbelfast: So much positive activity over last few days - Ireland Funds conference, Jaipur Literary Festival, Refugee Picnic, Internat…",FALSE,0,NA,2019-06-23 21:38:56,FALSE,NA,"1142909932595032067",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","belfastsinnfein",10,TRUE,FALSE,NA,NA
"306","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 21:38:43,FALSE,NA,"1142909877293146114",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UMuralidharan",1665,TRUE,FALSE,NA,NA
"307","RT @subyroy: It's good @narendramodi does yoga... but Mr PM @PMOIndia people are already calling #Nehru jackets #Modijackets ... they're no…",FALSE,0,NA,2019-06-23 21:31:02,FALSE,NA,"1142907945153441793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JatinderChicago",3,TRUE,FALSE,NA,NA
"308","@GladysKokorwe And the High Commission of India in Senegal hosted us today at the Monument of African Renaissance f… https://t.co/Z1lV05dJaG",FALSE,0,"GladysKokorwe",2019-06-23 21:30:40,TRUE,"1142793026462523392","1142907850773204994","794879839241179136","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiswaiTiny",0,FALSE,FALSE,NA,NA
"309","RT @dubaiholding: Celebrating International Day of Yoga as we look back at the 3rd edition of the region's largest yoga festival @XYogaDuba…",FALSE,0,NA,2019-06-23 21:20:49,FALSE,NA,"1142905373403172864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AishaAhmad88",1,TRUE,FALSE,NA,NA
"310","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 21:17:21,FALSE,NA,"1142904498014187520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RMTrueToMyself",1665,TRUE,FALSE,NA,NA
"311","RT @newbelfast: So much positive activity over last few days - Ireland Funds conference, Jaipur Literary Festival, Refugee Picnic, Internat…",FALSE,0,NA,2019-06-23 21:15:41,FALSE,NA,"1142904079938740224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","john_loughran",10,TRUE,FALSE,NA,NA
"312","RT @adgpi: Indian Force Signals Unit #FSU deployed with # UNMISS in  South Sudan organised Yoga on the occasion of 5th International yoga d…",FALSE,0,NA,2019-06-23 21:12:03,FALSE,NA,"1142903166901444613",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ILOVEMYINDIASJ",116,TRUE,FALSE,NA,NA
"313","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 21:09:37,FALSE,NA,"1142902554944086016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Harshil27299",1665,TRUE,FALSE,NA,NA
"314","RT @WhatsTrending: Happy International Yoga Day! https://t.co/gAu1TyhUfG",FALSE,0,NA,2019-06-23 21:03:17,FALSE,NA,"1142900958525046785",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MonelKathleen",5,TRUE,FALSE,NA,NA
"315","International Yoga Day Giveaway! Win cards from the Drawing Board Shop! What a Fun way to get some amazing hand pai… https://t.co/1Snz3axseg",FALSE,0,NA,2019-06-23 20:58:00,TRUE,NA,"1142899629148790785",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","BecandTam",0,FALSE,FALSE,NA,NA
"316","RT @OpIndia_com: Complaint filed against Rahul Gandhi for his tweet on International Day of Yoga where he  had ended up insulting the India…",FALSE,0,NA,2019-06-23 20:53:01,FALSE,NA,"1142898377492799488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeemaSi80252530",63,TRUE,FALSE,NA,NA
"317","RT @rohitksrma: Do Yoga, Stay Fit.

Wish you all International Yoga Day.",FALSE,0,NA,2019-06-23 20:52:39,FALSE,NA,"1142898283913682944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BJP4Kashi",3,TRUE,FALSE,NA,NA
"318","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 20:51:25,FALSE,NA,"1142897973350694912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dicktraitor_91",1665,TRUE,FALSE,NA,NA
"319","RT @YoginiShelley: “Yoga truly means to be respectful and compassionate to all living beings and to be free from all sorrow.” ~Sri Dharma M…",FALSE,0,NA,2019-06-23 20:50:30,FALSE,NA,"1142897742764752898",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DharmaYogaNYC",1,TRUE,FALSE,NA,NA
"320","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 20:49:46,FALSE,NA,"1142897559154774017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anubhab",1665,TRUE,FALSE,NA,NA
"321","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 20:49:27,FALSE,NA,"1142897480129900544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajit_twit",1665,TRUE,FALSE,NA,NA
"322","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 20:45:42,FALSE,NA,"1142896533311905792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MODIfiedVikas",1665,TRUE,FALSE,NA,NA
"323","RT @IndiaCoastGuard: #InternationalDayofYoga #IDY2019 @IndiaCoastGuard District Headquarters no.6 #Vizag conducted Yoga Session for its Off…",FALSE,0,NA,2019-06-23 20:44:46,FALSE,NA,"1142896300381237249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ILOVEMYINDIASJ",16,TRUE,FALSE,NA,NA
"324","#GIVEAWAY! #WIN a $20 #Etsy Shop Credit from the #Drawing Board Shop! Hand-painted &amp;amp; beautifully crafted #cards… https://t.co/vyBs689cmu",FALSE,1,NA,2019-06-23 20:42:00,TRUE,NA,"1142895602298249218",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LindaMannsLinne",0,FALSE,FALSE,NA,NA
"325","RT @swami2005: Happy international yoga day! https://t.co/hPzLeHXT57",FALSE,0,NA,2019-06-23 20:33:03,FALSE,NA,"1142893352792285184",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tribunian",99,TRUE,FALSE,NA,NA
"326","Success: International Yoga Day: Why Transcendental Meditation continues to grow from strength to strength https://t.co/FZKuawQxAH",FALSE,0,NA,2019-06-23 20:30:27,FALSE,NA,"1142892696627032067",NA,"<a href=""http://www.occuworld.org/"" rel=""nofollow"">OccuWorld</a>","OccuWorld",0,FALSE,FALSE,NA,NA
"327","RT @shriprakashdham: Online satsang by Shri Prakash Ji on International Day of Yoga will be held on Saturday, June 22, 1:30 pm (Moscow time…",FALSE,0,NA,2019-06-23 20:28:50,FALSE,NA,"1142892291641810944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ataman0907",68,TRUE,FALSE,NA,NA
"328","@narendramodi
@PMOIndia
Yoga for all and all for yoga: PM Modi on International Day of Yoga
https://t.co/qgpd9bdskL… https://t.co/6Q20OwVrbK",FALSE,0,"narendramodi",2019-06-23 20:28:27,TRUE,NA,"1142892192899436581","18839785","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kamlesh_paryani",0,FALSE,FALSE,NA,NA
"329","RT @IndiaUNNewYork: ""Yoga for Climate Action""

Glimpses of eriching interactions on the occasion of 5th International Day of Yoga @UN 

#Yo…",FALSE,0,NA,2019-06-23 20:28:07,FALSE,NA,"1142892110657544197",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raghuvmkc",34,TRUE,FALSE,NA,NA
"330","@narendramodi
@PMOIndia
International Yoga Day 2019: From base of Mt Everest to Earth's lowest elevation at Dead Se… https://t.co/uUPtInkm2G",FALSE,0,"narendramodi",2019-06-23 20:27:51,TRUE,NA,"1142892042596626434","18839785","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kamlesh_paryani",0,FALSE,FALSE,NA,NA
"331","5th International Yoga Day: Tibetan, Indian Buddhist monks perform yoga at event in Shimla https://t.co/CcaDPHj1Bv",FALSE,4,NA,2019-06-23 20:25:12,FALSE,NA,"1142891374150393856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tenam108",2,FALSE,FALSE,NA,NA
"332","RT @ofcianil: International yoga day
#YogaDay2019 
#Yoga 
#mptourism https://t.co/J12QzOJeVu",FALSE,0,NA,2019-06-23 20:20:58,FALSE,NA,"1142890308339785728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vikashd46534986",1,TRUE,FALSE,NA,NA
"333","#GIVEAWAY! #WIN a $20 #Etsy Shop Credit from the #Drawing Board Shop! Hand-painted &amp;amp; beautifully crafted #cards… https://t.co/nbAC8KF7XY",FALSE,0,NA,2019-06-23 20:16:55,TRUE,NA,"1142889291707834369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ashleyraae_",0,FALSE,FALSE,NA,NA
"334","RT @IndiainSwiss: YOGA AT INTERNATIONAL SCHOOL, BERNE, SWITZERLAND: Curious school children learning basic lessons of Yoga during their Int…",FALSE,0,NA,2019-06-23 20:14:23,FALSE,NA,"1142888654555287554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RajivKu25893194",9,TRUE,FALSE,NA,NA
"335","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 20:13:26,FALSE,NA,"1142888412774404096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tarunkdaga",1665,TRUE,FALSE,NA,NA
"336","RT @tsheringtobgay: With Tashi, celebrating International Day of Yoga with some simple asanas. Many thanks to @nwccbhutan and Yoga Guru KVS…",FALSE,0,NA,2019-06-23 20:12:10,FALSE,NA,"1142888096738009088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thucydides7",1665,TRUE,FALSE,NA,NA
"337","RT @SKA_telescope: Today we celebrate International Women in Engineering Day! Meet #teamSKA's Shagita Gounden: MBA student, yoga teacher, S…",FALSE,0,NA,2019-06-23 20:11:53,FALSE,NA,"1142888024923090948",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MassimoChiaram7",15,TRUE,FALSE,NA,NA
"338","RT @AmeliaAlvi_: The Indian Embassy in Qatar is conducting various Yoga Camps and workshops with the demonstrations by experts. It will als…",FALSE,0,NA,2019-06-23 20:11:52,FALSE,NA,"1142888019302715393",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","80e61d173f804a6",198,TRUE,FALSE,NA,NA
"339","RT @thagoddessjess: Happy International Yoga Day from GoddessCareCo <U+0001F9D8><U+0001F3FE><U+200D><U+2640><U+FE0F><U+0001F33F> https://t.co/hzixjhoqFE",FALSE,0,NA,2019-06-23 20:11:07,FALSE,NA,"1142887830399569920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","freeepromo2020",2,TRUE,FALSE,NA,NA
"340","RT @SKA_telescope: Today we celebrate International Women in Engineering Day! Meet #teamSKA's Shagita Gounden: MBA student, yoga teacher, S…",FALSE,0,NA,2019-06-23 20:09:17,FALSE,NA,"1142887370787819520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RadioProzac",15,TRUE,FALSE,NA,NA
